dataset,split,sample_id,relative_path,width,height,image_format,sha256
diffusiondb_2m_formal,calibration,07edb80d-b4e5-49fe-8fee-86fed7833ee6.png,07edb80d-b4e5-49fe-8fee-86fed7833ee6.png,512,512,PNG,885dce9d233c43cf4cb27242cfcb9c48181fbb2912add4cad87a8b9db5e673f2
diffusiondb_2m_formal,calibration,0806b540-710c-4402-9c3c-08870b25b63a.png,0806b540-710c-4402-9c3c-08870b25b63a.png,1024,512,PNG,9c15f9e900ff405fda6214198cbea487a9170164f7254b93c72ea6df14e72407
diffusiondb_2m_formal,calibration,081c3ddb-49b5-4c57-8a72-9766976ebf77.png,081c3ddb-49b5-4c57-8a72-9766976ebf77.png,512,512,PNG,8ca66893b5685e0123691f7ca11f07c9003c81b39a89fc2b67d669cc010ddfcd
diffusiondb_2m_formal,calibration,082b7608-78e5-43fb-b2e3-9e0d558c58eb.png,082b7608-78e5-43fb-b2e3-9e0d558c58eb.png,512,512,PNG,a177bcecacaf180a37696004cd9121881035847b26b3ec4c9bd6c54cb7798009
diffusiondb_2m_formal,calibration,084bceb7-7117-48fd-9f65-ac18db931b3a.png,084bceb7-7117-48fd-9f65-ac18db931b3a.png,512,512,PNG,7e4afa382612880316acd61aa8eea06ac9736df3463731e76233d4fd9a945163
diffusiondb_2m_formal,calibration,08ac69c1-c5f0-428a-b133-7b26cf8e3223.png,08ac69c1-c5f0-428a-b133-7b26cf8e3223.png,1024,384,PNG,c1922de6c0acd441c44c5c64387e926df22cc3b5fe19a7ff1990327b53211309
diffusiondb_2m_formal,calibration,08d7ee53-269f-44c2-aae7-dc1433a690b3.png,08d7ee53-269f-44c2-aae7-dc1433a690b3.png,512,512,PNG,15cb2d980d5592bcb50e12d24e275832b02ff4ed9a6eb65843500e73d01f832b
diffusiondb_2m_formal,calibration,08e8ca79-9c10-4152-b6aa-a285b6eec951.png,08e8ca79-9c10-4152-b6aa-a285b6eec951.png,768,512,PNG,90d745b076c45b733771816c034a465b08722bc4a82bf1a729cf7ab8d81f03d9
diffusiondb_2m_formal,calibration,09376b19-149a-44d8-b958-133c98f049c0.png,09376b19-149a-44d8-b958-133c98f049c0.png,512,512,PNG,12e52b4a6f075ad238de6a42dfd830182baf1b243a2072ff54b47ef8421bf1a8
diffusiondb_2m_formal,calibration,0961f7ab-d2bb-4958-aec7-03299855cb7a.png,0961f7ab-d2bb-4958-aec7-03299855cb7a.png,768,512,PNG,bc4d6f97af305e4d050bbf4dc0037b688e22e1ed9f73e86b46400e4f2ef63571
diffusiondb_2m_formal,calibration,09c17453-0080-4838-81b3-dab68fd6eb7d.png,09c17453-0080-4838-81b3-dab68fd6eb7d.png,512,512,PNG,e7de91f1ce11a2dafc1cd6b54d728e93f4341e68a025238523f46f9902621cf3
diffusiondb_2m_formal,calibration,0a3c75bb-4bd0-47c8-a2ba-e2aee92ad43f.png,0a3c75bb-4bd0-47c8-a2ba-e2aee92ad43f.png,512,896,PNG,58a634ba5aab8631f4f5033ad27ef959c23e06820f9275e5d51be8dede968a1e
diffusiondb_2m_formal,calibration,0a8426c1-93b5-4f84-8d0e-f2e7a83fb6c3.png,0a8426c1-93b5-4f84-8d0e-f2e7a83fb6c3.png,512,512,PNG,54c1a5f9c941ce08a757c2448651b1d81bb899ff5fa8164cc0ec973a4193bd85
diffusiondb_2m_formal,calibration,0a92c66e-4671-4b1c-a918-e636bb8ad842.png,0a92c66e-4671-4b1c-a918-e636bb8ad842.png,512,512,PNG,f61b364e78a4428bf08d91b562545ac1f88ab908568c882a3fafe4879a4adf50
diffusiondb_2m_formal,calibration,0ac34fee-4786-43fd-933d-1eb8ca8a11be.png,0ac34fee-4786-43fd-933d-1eb8ca8a11be.png,512,704,PNG,cb71015c77e6699b15735a46d438a7c38f82187fe4e69bafaa41048e04537f7f
