dataset,split,sample_id,relative_path,width,height,image_format,sha256
w_bench_det_inversion_formal,calibration,39_131127.png,39_131127.png,512,512,JPEG,9011d1adc11806bd1e64bd021e9e08850f8aee8fd3f3835226d5e3d2cc7d01f6
w_bench_det_inversion_formal,calibration,40_131242.png,40_131242.png,512,512,JPEG,7b3bee77b7f6751f496aff550a992ff441001453f48b8ce2043f493c12317dfc
w_bench_det_inversion_formal,calibration,41_131296.png,41_131296.png,512,512,JPEG,24dd19bd1fdc7920603fe3c2019acd5d7dfdeec2d337861c23679fa11cc66a82
w_bench_det_inversion_formal,calibration,42_131452.png,42_131452.png,512,512,JPEG,a22c8584a7fe02f38b5d476720b6b3df60ac7e69211597db2c913603ac4535c3
w_bench_det_inversion_formal,calibration,43_131654.png,43_131654.png,512,512,JPEG,a5610c5d796c05622652f11c800523fa6fbf4b0bb4ef295b5f2278c793f13150
w_bench_det_inversion_formal,calibration,44_131704.png,44_131704.png,512,512,JPEG,4a000006216528e74191b9ab264b3127c13aab2fb060b79de4b2b6c9e96b9c45
w_bench_det_inversion_formal,calibration,45_131759.png,45_131759.png,512,512,JPEG,722a44726c5f1963bb7cf52d3a02f2f32c9f4d4163b61620cf60348d84b6bf79
w_bench_det_inversion_formal,calibration,46_131840.png,46_131840.png,512,512,JPEG,147066dc40cfcf55bae0f6c50285beedbb01dc562288453126dd9d8e149ea2ce
w_bench_det_inversion_formal,calibration,47_131985.png,47_131985.png,512,512,JPEG,489970f053eecaf653a6adab8b57024026a568aa5ab9af22931aee4f36a5902b
w_bench_det_inversion_formal,calibration,48_132017.png,48_132017.png,512,512,JPEG,94d8fbc2d69db8c46da3db39e94559adf07e5bf52b9c09bbfa44444daf3b43ec
w_bench_det_inversion_formal,calibration,49_132269.png,49_132269.png,512,512,JPEG,03884972d9944ed4974ffd98a778c3dd134b346c7cb8caab414653c363a9c4c8
